"prompt_id","function_id","priority","model","language_code","content","chat","author","prompt_semantic_id"
"410","休闲娱乐_none_艺术与手工艺品","0","chatGPT","chn","我想学习雕塑，请推荐一些入门材料和技巧。",,"whm","20230321_jromagwyqf"
"411","休闲娱乐_none_艺术与手工艺品","0","chatGPT","chn","请推荐一些简单的手工制作活动，适合家庭亲子共同完成。",,"whm","20230321_hcpcugftcq"
"412","休闲娱乐_none_艺术与手工艺品","0","chatGPT","chn","我想尝试书法，有什么技巧和建议？",,"whm","20230321_dproyojguc"
"413","休闲娱乐_none_艺术与手工艺品","0","chatGPT","chn","我想学习舞蹈，请推荐一些适合初学者的舞蹈。",,"whm","20230321_masgeaygbp"
"414","休闲娱乐_none_艺术与手工艺品","0","chatGPT","chn","我想学习吉他，请推荐一些入门教程。",,"whm","20230321_duzgzndjgg"
"415","休闲娱乐_none_艺术与手工艺品","0","chatGPT","chn","我想制作一幅拼贴画，有什么技巧和建议？",,"whm","20230321_ogthblqvge"
"416","休闲娱乐_none_艺术与手工艺品","0","chatGPT","chn","我想学习服装设计，请推荐一些入门技巧。",,"whm","20230321_sgvdhqinfp"
"417","休闲娱乐_none_社交活动与聚会","0","chatGPT","chn","我想组织一次主题派对，请给我一些建议。",,"whm","20230321_zjzgomanjg"
"418","休闲娱乐_none_社交活动与聚会","0","chatGPT","chn","我想参加一个读书俱乐部，请推荐一些活动和组织。",,"whm","20230321_tuuahghqru"
"419","休闲娱乐_none_社交活动与聚会","0","chatGPT","chn","我想参加一次户外探险活动，有什么建议吗？",,"whm","20230321_dvshlpllet"
"420","休闲娱乐_none_社交活动与聚会","0","chatGPT","chn","我想组织一个家庭聚会，请推荐一些有趣的游戏。",,"whm","20230321_riehsfueey"
"421","休闲娱乐_none_社交活动与聚会","0","chatGPT","chn","我想参加一个志愿者组织，能推荐一些吗？",,"whm","20230321_cxrgjmrwdg"
"422","休闲娱乐_none_社交活动与聚会","0","chatGPT","chn","我想组织一个音乐会，请给我一些建议。",,"whm","20230321_qqrdcfshuu"
"423","休闲娱乐_none_社交活动与聚会","0","chatGPT","chn","我想参加一个创业活动，请推荐一些活动和组织。",,"whm","20230321_ozoxeowgmd"
"424","休闲娱乐_none_社交活动与聚会","0","chatGPT","chn","我想组织一次慈善募捐活动，有什么建议吗？",,"whm","20230321_tdbagadddd"
"425","休闲娱乐_none_社交活动与聚会","0","chatGPT","chn","我想参加一个健身俱乐部，请推荐一些活动和组织。",,"whm","20230321_wjjapkhvwn"
"426","休闲娱乐_none_社交活动与聚会","0","chatGPT","chn","我想举办一场艺术展览，请给我一些建议。",,"whm","20230321_ubfdcfzycb"
"427","休闲娱乐_none_购物建议","0","chatGPT","chn","我想购买一台笔记本电脑，请给我一些建议。",,"whm","20230321_dcgiyajonq"
"428","休闲娱乐_none_购物建议","0","chatGPT","chn","我想购买一辆自行车，请推荐一些品牌和型号。",,"whm","20230321_jtbflewyvp"
"429","休闲娱乐_none_购物建议","0","chatGPT","chn","我想购买一款手机，请给我一些建议。",,"whm","20230321_fkuqiemgry"
"430","休闲娱乐_none_购物建议","0","chatGPT","chn","我想购买一台照相机，请推荐一些品牌和型号。",,"whm","20230321_fsqhpwmlhu"
"431","休闲娱乐_none_购物建议","0","chatGPT","chn","我想购买一套厨具，请给我一些建议。",,"whm","20230321_mirgkgpbil"
"432","休闲娱乐_none_购物建议","0","chatGPT","chn","我想购买一款电子阅读器，请推荐一些品牌和型号。",,"whm","20230321_dpfoizcxyk"
"433","休闲娱乐_none_购物建议","0","chatGPT","chn","我想购买一台洗衣机，请给我一些建议。",,"whm","20230321_gwlpjasloz"
"434","休闲娱乐_none_购物建议","0","chatGPT","chn","我想购买一套家具，请推荐一些品牌和款式。",,"whm","20230321_fgvrjeyqob"
"435","休闲娱乐_none_购物建议","0","chatGPT","chn","我想购买一辆汽车，请给我一些建议。",,"whm","20230321_drtpunpiuc"
"436","休闲娱乐_none_购物建议","0","chatGPT","chn","我想购买一款智能手表，请推荐一些品牌和型号。",,"whm","20230321_euswjmhnrs"
"437","礼物挑选_none_生日礼物","0","chatGPT","chn","我朋友的生日快到了，他喜欢户外运动和科技产品。能给我推荐一些适合他的生日礼物吗？",,"whm","20230321_kmzuzzqolu"
"438","礼物挑选_none_结婚纪念日礼物","0","chatGPT","chn","我和我的配偶即将庆祝结婚纪念日，想给他/她一个特别的惊喜。帮我想一些浪漫而有创意的礼物建议吧。",,"whm","20230321_murqlxbhkd"
"439","礼物挑选_none_新手父母礼物","0","chatGPT","chn","我的好朋友刚当了父母，我想送他们一份实用且贴心的礼物。能推荐一些适合新手父母的礼物吗？",,"whm","20230321_mryywncnoz"
"440","礼物挑选_none_圣诞节礼物","0","chatGPT","chn","圣诞节即将来临，我打算给我的家人买一些有趣和特别的礼物。能给我一些建议吗？我需要适合不同年龄段的礼物。",,"whm","20230321_tnedrlrrun"
"442","礼物挑选_none_感恩节礼物","0","chatGPT","chn","感恩节快到了，我想给朋友和家人一些有意义的礼物以表达感激之情。能提供一些建议吗？",,"whm","20230321_odhpynwhdq"
"443","礼物挑选_none_退休礼物","0","chatGPT","chn","我的同事即将退休，我想送他/她一份特别的礼物来纪念这个时刻。你能给我一些建议吗？",,"whm","20230321_mukoaamkzr"
"444","礼物挑选_none_新家礼物","0","chatGPT","chn","我的朋友刚搬进新家，我想送他们一份实用又有趣的礼物。能给我一些建议吗？",,"whm","20230321_eqtwdrikmo"
"445","礼物挑选_none_晋升礼物","0","chatGPT","chn","我朋友刚刚晋升，我想为他/她庆祝并送上一份恭喜礼物。你能给我推荐一些有意义的礼物吗？",,"whm","20230321_ndvhwdotqc"
"446","礼物挑选_none_母亲节礼物","0","chatGPT","chn","母亲节快到了，我想给妈妈一个特别的礼物来表达我对她的感激和爱意。能给我一些建议吗？",,"whm","20230321_ewrwyesqvy"
"447","礼物挑选_none_父亲节礼物","0","chatGPT","chn","父亲节即将来临，我想为爸爸准备一份有意义的礼物。你能提供一些礼物建议吗？",,"whm","20230321_nlygllpuzh"
"448","礼物挑选_none_新婚礼物","0","chatGPT","chn","我要参加一个朋友的婚礼，想送一份特别且实用的新婚礼物。能给我一些建议吗？",,"whm","20230321_cykfbbpvvy"
"449","礼物挑选_none_生日礼物","0","chatGPT","chn","朋友的生日要到了，她特别喜欢艺术和手工制品。能帮我想一些与艺术相关的礼物吗？",,"whm","20230321_ajgsdjxcpe"
"450","礼物挑选_none_生日礼物","0","chatGPT","chn","我的哥哥即将过生日，他是个健身爱好者。你能给我一些建议，关于送他什么样的礼物吗？",,"whm","20230321_kcfwuyxnjj"
"451","礼物挑选_none_结婚纪念日礼物","0","chatGPT","chn","我和我的配偶即将庆祝结婚纪念日，想给他/她一个特别的惊喜。帮我想一些浪漫而有创意的礼物建议吧。",,"whm","20230321_ngbaslhcym"
"452","礼物挑选_none_结婚纪念日礼物","0","chatGPT","chn","结婚纪念日快到了，我想为配偶准备一份特别的定制礼物。你能给我一些建议吗？",,"whm","20230321_gqxrcudijm"
"453","礼物挑选_none_结婚纪念日礼物","0","chatGPT","chn","我们的结婚纪念日将至，我想为爱人搞个惊喜。能推荐一些独特且富有创意的礼物么？
圣诞节礼物,圣诞节即将来临，我打算给我的家人买一些有趣和特别的礼物。能给我一些建议吗？我需要适合不同年龄段的礼物。""",,"whm","20230321_hyzkhzqkjm"
"454","礼物挑选_none_圣诞节礼物","0","chatGPT","chn","我想在圣诞节为朋友们准备一些特别的礼物，你能给我一些建议吗？他们都是年轻职场人士。",,"whm","20230321_oefnkezcqw"
"455","礼物挑选_none_圣诞节礼物","0","chatGPT","chn","圣诞节要到了，我想送给孩子们一些有教育意义的礼物。能提供一些建议吗？",,"whm","20230321_jikufnkbzm"
"456","礼物挑选_none_圣诞节礼物","0","chatGPT","chn","我想为这个圣诞节挑选一些环保又有意义的礼物，能给我一些建议吗？",,"whm","20230321_xbfdkeabab"
"457","礼物挑选_none_圣诞节礼物","0","chatGPT","chn","今年圣诞节，我想为老人们准备一些实用且贴心的礼物。你能给我一些建议吗？",,"whm","20230321_zestnxbrjz"
"458","礼物挑选_none_毕业礼物","0","chatGPT","chn","我弟弟即将大学毕业，我想送他一份特别的礼物来庆祝这个重要时刻。能根据他即将开始的职业生涯给我一些建议吗？",,"whm","20230321_obormbfijv"
"459","文案生成_none_创意写作","0","chatGPT","chn"," ""描述一个未来的科技乌托邦。""",,"whm","20230321_goafoxituo"
"460","文案生成_none_创意写作","0","chatGPT","chn"," ""写一封来自外星人的信。""",,"whm","20230321_tfxykxejqe"
"461","文案生成_none_创意写作","0","chatGPT","chn"," ""描述一场在古代罗马竞技场的战斗。""",,"whm","20230321_iwadruoqnt"
"462","文案生成_none_创意写作","0","chatGPT","chn"," ""创造一个拥有神奇能力的角色。""",,"whm","20230321_inlwwzazgy"
"463","文案生成_none_创意写作","0","chatGPT","chn"," ""讲述一场海底冒险的故事。""",,"whm","20230321_cceecxtrmj"
"464","文案生成_none_提供写作思路","0","chatGPT","chn"," ""你如何平衡工作和生活？""",,"whm","20230321_heqdvvapdo"
"465","文案生成_none_提供写作思路","0","chatGPT","chn"," ""请描述一次改变你人生观念的经历。""",,"whm","20230321_wpgrfqteco"
"466","文案生成_none_提供写作思路","0","chatGPT","chn"," ""谈谈你对社交媒体的看法。""",,"whm","20230321_hiavdhjaue"
"467","文案生成_none_提供写作思路","0","chatGPT","chn"," ""你最喜欢的旅行目的地是什么？为什么？""",,"whm","20230321_cptypddkky"
"468","文案生成_none_提供写作思路","0","chatGPT","chn"," ""请讨论环境保护的重要性。""",,"whm","20230321_olnideflfu"
"469","文案生成_none_学术写作","0","chatGPT","chn"," ""论述人工智能在医疗领域的应用。""",,"whm","20230321_nmjghwicfp"
"470","文案生成_none_学术写作","0","chatGPT","chn"," ""探讨全球变暖对地球生态系统的影响。""",,"whm","20230321_fxalkfbwij"
"471","文案生成_none_学术写作","0","chatGPT","chn"," ""分析经济全球化对发展中国家的利与弊。""",,"whm","20230321_lbdgsobojl"
"472","文案生成_none_学术写作","0","chatGPT","chn"," ""探索心理学在教育领域的应用。""",,"whm","20230321_hiydchgbqt"
"473","文案生成_none_学术写作","0","chatGPT","chn"," ""评估可再生能源在未来能源格局中的地位。""",,"whm","20230321_uczvvabivn"
"474","文案生成_none_商务写作","0","chatGPT","chn"," ""撰写一份关于市场分析的报告告。""",,"whm","20230321_ckklonrkop"
"475","文案生成_none_商务写作","0","chatGPT","chn"," ""创建一封邀请客户参加产品发布会的邮件。""",,"whm","20230321_nokawmkkpf"
"476","文案生成_none_商务写作","0","chatGPT","chn"," ""描述一项新的商业策略。""",,"whm","20230321_rjrvzjdamd"
"477","文案生成_none_商务写作","0","chatGPT","chn"," ""撰写一份销售报告。""",,"whm","20230321_wyitluogqt"
"478","文案生成_none_商务写作","0","chatGPT","chn"," ""给员工的一封激励信。""",,"whm","20230321_fgcsawqgty"
"479","文案生成_none_个人陈述","0","chatGPT","chn"," ""描述一个突显你领导力的经历。""",,"whm","20230321_tgprmuktis"
"480","文案生成_none_个人陈述","0","chatGPT","chn"," ""谈谈你选择这个专业的原因。""",,"whm","20230321_albiafqkso"
"481","文案生成_none_个人陈述","0","chatGPT","chn"," ""说明一个困难时期如何让你成长。""",,"whm","20230321_wjfpdkzuak"
"482","文案生成_none_个人陈述","0","chatGPT","chn"," ""讨论你的职业规划和目标。""",,"whm","20230321_eiiappudyt"
"483","文案生成_none_个人陈述","0","chatGPT","chn"," ""描述一次志愿者活动的经历。""",,"whm","20230321_fglfbczhxu"
"484","文案生成_none_自传体写作","0","chatGPT","chn"," ""描述你童年时代的一个美好回忆。""",,"whm","20230321_vnkczuyrgn"
"485","文案生成_none_自传体写作","0","chatGPT","chn"," ""回顾一段令人难忘的友谊。""",,"whm","20230321_ywkhbumvwf"
"486","文案生成_none_自传体写作","0","chatGPT","chn"," ""讲述你如何克服困难取得成功的经历。""",,"whm","20230321_jirjfdcgeq"
"487","文案生成_none_自传体写作","0","chatGPT","chn"," ""分享一个让你改变人生观的事件。""",,"whm","20230321_sslcfnwbum"
"488","文案生成_none_自传体写作","0","chatGPT","chn"," ""描述你与家人共度的一个特别时刻。""",,"whm","20230321_ktptfogqzs"
"489","文案生成_none_科普写作","0","chatGPT","chn"," ""简要介绍量子物理的基本概念。""",,"whm","20230321_mlnurwxpgn"
"490","文案生成_none_科普写作","0","chatGPT","chn"," ""描述克隆技术的工作原理及应用。""",,"whm","20230321_bywzuwftol"
"491","文案生成_none_科普写作","0","chatGPT","chn"," ""探讨人类对火星殖民的可能性。""",,"whm","20230321_tnygloudnc"
"492","文案生成_none_科普写作","0","chatGPT","chn"," ""讲解基因编辑技术的发展与影响。""",,"whm","20230321_bakvhcvidf"
"493","文案生成_none_科普写作","0","chatGPT","chn"," ""解释大数据和人工智能如何改变世界。""",,"whm","20230321_pvifjxdrao"
"494","文案生成_none_影评写作","0","chatGPT","chn"," ""分析一部电影中的主题及象征元素。""",,"whm","20230321_jyaxnvwznr"
"495","文案生成_none_影评写作","0","chatGPT","chn"," ""评价一部改编自小说的电影的忠实度。""",,"whm","20230321_uligwgndtv"
"496","文案生成_none_影评写作","0","chatGPT","chn"," ""探讨一部电影的导演风格及其对电影的影响。""",,"whm","20230321_haaecjtjvb"
"497","文案生成_none_影评写作","0","chatGPT","chn"," ""比较两部同题材的电影，分析各自的优缺点。""",,"whm","20230321_qmjrvriaab"
"498","文案生成_none_影评写作","0","chatGPT","chn"," ""讨论一部电影中的角色塑造与发展。""",,"whm","20230321_saphzptrnv"
"499","文案生成_none_教程写作","0","chatGPT","chn"," ""如何制作一道美味的意大利面？""",,"whm","20230321_lqbmzsyarh"
"500","文案生成_none_教程写作","0","chatGPT","chn"," ""教授一种实用的时间管理技巧。""",,"whm","20230321_gbyosddztr"
"501","文案生成_none_教程写作","0","chatGPT","chn"," ""讲解如何使用照片编辑软件进行基本修图。""",,"whm","20230321_nomxkoquah"
"502","文案生成_none_教程写作","0","chatGPT","chn"," ""介绍如何种植和照料一种室内植物。""",,"whm","20230321_umcbefiism"
"503","文案生成_none_教程写作","0","chatGPT","chn"," ""分享一种简单的瑜伽动作以缓解压力。""",,"whm","20230321_nmctfzlptg"
"504","文案生成_none_创意写作","0","chatGPT","chn"," ""作为一个年轻的发明家，描述你在未来的科技乌托邦里创造了一台改变世界的机器。""",,"whm","20230321_gshdzaiitr"
"505","文案生成_none_创意写作","0","chatGPT","chn"," ""设想你收到了一封来自遥远星球的外星人的信，信中详述了他们对地球的看法和建议。""",,"whm","20230321_nztyicqgbm"
"506","文案生成_none_创意写作","0","chatGPT","chn"," ""通过一名角斗士的视角，描述一场在古代罗马竞技场发生的激烈战斗及其背后的故事。""",,"whm","20230321_tykzautooc"
"507","文案生成_none_创意写作","0","chatGPT","chn"," ""创造一个拥有神奇能力的角色，并讲述他如何利用这些能力拯救世界。""",,"whm","20230321_xjntxcsoau"
"508","文案生成_none_创意写作","0","chatGPT","chn"," ""讲述一个勇敢的海底探险家，在神秘的海底世界中所经历的冒险和惊险刺激的遭遇。""",,"whm","20230321_sjucynuwln"
"509","文案生成_none_提供写作思路","0","chatGPT","chn"," ""请分享你是如何在忙碌的工作中平衡家庭和朋友关系，以及你所采取的方法和经验。""",,"whm","20230321_xqbgivozvu"
"510","文案生成_none_提供写作思路","0","chatGPT","chn"," ""请讲述一次影响深远的经历，这次经历改变了你的人生观念，使你对未来有了更明确的规划。""",,"whm","20230321_skeqdqifjs"
"511","文案生成_none_提供写作思路","0","chatGPT","chn"," ""请谈谈你对社交媒体的看法，它如何影响你的生活和心态，并分享你如何应对其中的负面影响。""",,"whm","20230321_ssuudkjrmp"
"512","文案生成_none_提供写作思路","0","chatGPT","chn"," ""请详细描述你最喜欢的旅行目的地及原因，以及那里的风土人情让你感受到的独特魅力。""",,"whm","20230321_ptfgzfevbm"
"513","文案生成_none_提供写作思路","0","chatGPT","chn"," ""请讨论环境保护的重要性，以及每个人如何通过日常生活的改变来保护地球家园。""",,"whm","20230321_yuisuohtzl"
"514","文案生成_none_学术写作","0","chatGPT","chn"," ""请论述人工智能在医疗领域的应用，以及它如何提高诊断准确性和医疗质量。""",,"whm","20230321_nxwtvvbmkk"
"515","文案生成_none_学术写作","0","chatGPT","chn"," ""请探讨全球变暖对地球生态系统的影响，分析它对动植物分布和生存环境所造成的改变。""",,"whm","20230321_ttsvlkegij"
"516","文案生成_none_学术写作","0","chatGPT","chn"," ""请分析经济全球化对发展中国家的利与弊，以及如何在全球化进程中取得更大的发展。""",,"whm","20230321_txkrolqxxp"
"517","文案生成_none_学术写作","0","chatGPT","chn"," ""请探索心理学在教育领域的应用，分析它如何帮助教育者更好地理解学生需求和行为。""",,"whm","20230321_uhbzdlpfgp"
"518","文案生成_none_学术写作","0","chatGPT","chn"," ""请评估可再生能源在未来能源格局中的地位，分析它们在减少温室气体排放和促进可持续发展方面的潜力。""",,"whm","20230321_ontmtmsviy"
"519","文案生成_none_商务写作","0","chatGPT","chn"," ""请撰写一份关于市场分析的报告，详细描述目标市场的潜在需求、竞争对手分析以及你的产品如何在市场上脱颖而出。""",,"whm","20230321_fhpdcoprvy"
"520","文案生成_none_商务写作","0","chatGPT","chn"," ""请创建一封邀请客户参加产品发布会的邮件，详细描述活动安排、为什么这次活动值得参加，以及如何进行注册。""",,"whm","20230321_lxrvrizkws"
"521","文案生成_none_商务写作","0","chatGPT","chn"," ""请描述一项新的商业策略，分析它如何帮助公司提高市场份额和客户满意度，并论述实施这一策略的必要性。""",,"whm","20230321_vkrezxhgmu"
"522","文案生成_none_商务写作","0","chatGPT","chn"," ""请撰写一份销售报告，详细分析销售业绩、市场趋势以及未来销售策略的建议。""",,"whm","20230321_plladbjbzt"
"523","文案生成_none_商务写作","0","chatGPT","chn"," ""请给员工写一封激励信，认可他们的努力和成果，并鼓励他们在未来的工作中继续创造卓越成绩。""",,"whm","20230321_ammgxkgdrz"
"524","文案生成_none_科普写作","0","chatGPT","chn"," ""请简要介绍量子物理的基本概念，并用一个生活中的例子来说明量子力学是如何影响我们的世界的。""",,"whm","20230321_zkmhkjyiqi"
"525","文案生成_none_科普写作","0","chatGPT","chn"," ""请描述克隆技术的工作原理及应用，包括它在生物学、医学和农业等领域的潜在价值。""",,"whm","20230321_yemayfhada"
"526","文案生成_none_科普写作","0","chatGPT","chn"," ""请探讨人类对火星殖民的可能性，分析火星环境和资源条件，并讨论人类如何解决生存和发展的挑战。""",,"whm","20230321_ehxnlvcuas"
"527","文案生成_none_科普写作","0","chatGPT","chn"," ""请讲解基因编辑技术的发展与影响，包括它在遗传病治疗、农业生产和生物多样性保护方面的应用。""",,"whm","20230321_mjdtilsxkt"
"528","文案生成_none_科普写作","0","chatGPT","chn"," ""请解释大数据和人工智能如何改变世界，分析它们在诸如医疗、交通和金融等领域的具体应用。""",,"whm","20230321_zeokuglynr"
"529","文案生成_none_影评写作","0","chatGPT","chn"," ""请分析一部电影中的主题及象征元素，以及这些元素如何为电影增色，并让观众产生共鸣。""",,"whm","20230321_bzsnhhyshd"
"530","文案生成_none_影评写作","0","chatGPT","chn"," ""请评价一部改编自小说的电影的忠实度，分析电影与原著之间的异同，以及导演是如何呈现原著的。""",,"whm","20230321_worgqqioxa"
"531","语言学习_none_对话练习","0","chatGPT","chn"," ""请告诉我你今天的日程安排。""",,"whm","20230321_unhfvqmchk"
"532","语言学习_none_对话练习","0","chatGPT","chn"," ""你最喜欢的一本书是什么？为什么？""",,"whm","20230321_cklcboxeig"
"533","语言学习_none_对话练习","0","chatGPT","chn"," ""你能告诉我如何做一顿美味的意大利面吗？""",,"whm","20230321_kvzztgbenh"
"534","语言学习_none_对话练习","0","chatGPT","chn"," ""请描述一下你理想中的度假胜地。""",,"whm","20230321_lmouftkqbh"
"535","语言学习_none_对话练习","0","chatGPT","chn"," ""如果我想学习摄影，你能给我一些建议吗？""",,"whm","20230321_ylhrnwowhw"
"536","语言学习_none_语法练习","0","chatGPT","chn"," ""请解释一下现在进行时和现在完成时的区别。""",,"whm","20230321_vylgkthigb"
"537","语言学习_none_语法练习","0","chatGPT","chn"," ""请告诉我动词 ""sing"" 的过去式和过去分词形式。""",,"whm","20230321_fjxgaowuqb"
"538","语言学习_none_语法练习","0","chatGPT","chn"," ""介绍一下如何使用虚拟语气表达建议。""",,"whm","20230321_qakqxcjgab"
"539","语言学习_none_语法练习","0","chatGPT","chn"," ""请帮我纠正这个句子的语法错误：“If she will come to the party I will prepare a gift for her。”""",,"whm","20230321_qsepqlkbeh"
"540","语言学习_none_语法练习","0","chatGPT","chn"," ""请解释一下什么是被动语态，以及如何构成。""",,"whm","20230321_xtsvdnabmi"
"541","语言学习_none_翻译练习","0","chatGPT","chn"," ""请把这句话翻译成英语：“春节是中国最重要的传统节日。”""",,"whm","20230321_oxbksjvrqj"
"542","语言学习_none_翻译练习","0","chatGPT","chn"," ""请把这首诗翻译成法语：“夜泊牛渚怀古”""",,"whm","20230321_nlbgibjiqa"
"543","语言学习_none_翻译练习","0","chatGPT","chn"," ""请把这句话翻译成德语：“我昨天去了图书馆借了一本书。”""",,"whm","20230321_smvvclbddx"
"544","语言学习_none_翻译练习","0","chatGPT","chn"," ""请把这段对话翻译成西班牙语：“A: 你去过巴黎吗？ B: 没有，但我很想去。”""",,"whm","20230321_mivhwhynhd"
"545","语言学习_none_翻译练习","0","chatGPT","chn"," ""请把这句话翻译成日语：“今天天气真好，我们去公园散步吧。”""",,"whm","20230321_modtvaepcb"
"546","语言学习_none_写作指导","0","chatGPT","chn"," ""我正在写一篇关于环保的文章，请提供一个吸引人的开头句子。""",,"whm","20230321_junxoxjtqu"
"547","语言学习_none_写作指导","0","chatGPT","chn"," ""请帮我修改这个句子，使其更地道：“我非常喜欢吃意大利菜，因为它味道非常好。”""",,"whm","20230321_sbvxxsqtzo"
"548","语言学习_none_写作指导","0","chatGPT","chn"," ""我需要一个关于友谊的故事主题，可以给我一些建议吗？""",,"whm","20230321_wmlnixtqxa"
"549","语言学习_none_写作指导","0","chatGPT","chn"," ""我正在写一封申请信，你能给我提供一个结尾段落的例子吗？""",,"whm","20230321_cowpqenciy"
"550","语言学习_none_写作指导","0","chatGPT","chn"," ""请帮我解决这个句子的逻辑问题：“尽管她很害怕，但她还是勇敢地走了过去，因为她是个胆小鬼。”""",,"whm","20230321_ntaqedqpaw"
"551","语言学习_none_单词记忆","0","chatGPT","chn"," ""请提供一些与旅游相关的英语词汇和短语。""",,"whm","20230321_fmcqxgbzxj"
"552","语言学习_none_单词记忆","0","chatGPT","chn"," ""我想扩大我的法语动物词汇，请给我一些常见动物的法语单词。""",,"whm","20230321_cxoytyexfp"
"553","语言学习_none_单词记忆","0","chatGPT","chn"," ""请告诉我一些与美食相关的西班牙语词汇。""",,"whm","20230321_cgglfxnuoi"
"554","语言学习_none_单词记忆","0","chatGPT","chn"," ""我想学习一些与艺术相关的日语词汇，你能提供一些建议吗？""",,"whm","20230321_sozxklqpof"
"555","语言学习_none_单词记忆","0","chatGPT","chn"," ""请教我一些描述天气的德语单词和短语。""",,"whm","20230321_ezrsqbdfcz"
"556","语言学习_none_阅读理解 ","0","chatGPT","chn"," ""请根据这段文字回答问题：“昨天，一场突如其来的暴雨给城市带来了严重的洪水。许多房屋被淹，道路受到严重破坏。政府正在努力恢复秩序。”暴雨对城市造成了哪些影响？""",,"whm","20230321_evzsjjkixc"
"557","语言学习_none_阅读理解 ","0","chatGPT","chn"," ""根据这首诗回答问题：“春风桃李花开日，秋雨梧桐叶落时。寒来暑往，秋去春来，四季更替。”这首诗描述了什么？""",,"whm","20230321_lnflzullrr"
"558","语言学习_none_阅读理解 ","0","chatGPT","chn"," ""请回答关于这段文字的问题：“汤姆和杰瑞是一对好朋友。他们一起度过了许多美好的时光。然而，有一天，他们为了一件小事发生了争执，导致他们的友谊破裂。”汤姆和杰瑞之间发生了什么问题？""",,"whm","20230321_tzyyqfoygr"
"559","语言学习_none_阅读理解 ","0","chatGPT","chn"," ""根据这段文字回答问题：“亚马逊雨林是地球上最大的热带雨林，占地约640万平方公里。它是全球生物多样性的宝库，拥有世界上约一半的物种。”亚马逊雨林的面积是多少？""",,"whm","20230321_zrllsnzise"
"560","语言学习_none_阅读理解 ","0","chatGPT","chn"," ""请根据这段文字回答问题：“埃菲尔铁塔是巴黎的标志性建筑，建于1889年。它是世界上最著名的观光胜地之一，每年吸引着数百万游客。”埃菲尔铁塔是在哪一年建造的？""",,"whm","20230321_qidqlzjfux"
"561","语言学习_none_角色扮演 ","0","chatGPT","chn"," ""请扮演一个酒店前台接待员，帮我办理入住手续。""",,"whm","20230321_jfnmmxtvlu"
"562","语言学习_none_角色扮演 ","0","chatGPT","chn"," ""假装你是一个导游，向我介绍一下这座城市的历史和文化背景。""",,"whm","20230321_zegezjfdos"
"563","语言学习_none_角色扮演 ","0","chatGPT","chn"," ""我们来进行一角色扮演，我们来进行一场商务谈判的模拟，你作为供应商，我作为采购商，我们讨论一下产品价格和交货日期。""",,"whm","20230321_hbfexmqynw"
"564","语言学习_none_角色扮演 ","0","chatGPT","chn"," ""假设我是一位外国游客，想在当地品尝一些特色美食，请向我推荐一些菜肴。""",,"whm","20230321_bojaiilnog"
"565","语言学习_none_角色扮演 ","0","chatGPT","chn"," ""请扮演一位医生，告诉我关于预防流感的一些建议。""",,"whm","20230321_mpeggshbza"
"566","语言学习_none_文化了解 ","0","chatGPT","chn"," ""请告诉我关于中国春节的起源和习俗。""",,"whm","20230321_tqtjhcxuta"
"567","语言学习_none_文化了解 ","0","chatGPT","chn"," ""请介绍一下法国的餐饮文化，如餐前餐后的习惯等。""",,"whm","20230321_ixndazoybn"
"568","语言学习_none_文化了解 ","0","chatGPT","chn"," ""请介绍一下日本的茶道，它在日本文化中的地位是什么？""",,"whm","20230321_fhfhnqrqvz"
"569","语言学习_none_文化了解 ","0","chatGPT","chn"," ""请告诉我关于印度排灯节的历史和意义。""",,"whm","20230321_xexrlcciba"
"570","语言学习_none_文化了解 ","0","chatGPT","chn"," ""请解释一下西班牙的斗牛文化，为什么它在西班牙如此重要？""",,"whm","20230321_jpysbqgmsj"
"571","教师教学_none_课程规划","0","chatGPT","chn"," 如何为高二数学课程设计一个全年的教学大纲？",,"whm","20230321_dlnbycgrvq"
"572","教师教学_none_课程规划","0","chatGPT","chn"," 我想要设计一门针对初中生的编程课程，如何制定一个有效的课程计划？",,"whm","20230321_dkyrmmvilt"
"573","教师教学_none_课程规划","0","chatGPT","chn"," 如何为五年级的英语课程准备有趣且具有挑战性的课堂活动？",,"whm","20230321_liwavfzoed"
"574","教师教学_none_课程规划","0","chatGPT","chn"," 为了提高学生的阅读能力，我应该如何规划语文课程的阅读材料？",,"whm","20230321_opuzacitkl"
"575","教师教学_none_课程规划","0","chatGPT","chn"," 我想要教授一门关于环保主题的科学课程，你能提供一个教学计划吗？",,"whm","20230321_zhycctdsqr"
"576","教师教学_none_制定考试与测验","0","chatGPT","chn"," 请帮我设计5道初中化学的选择题以测试学生的基本知识。",,"whm","20230321_pyinwwcwzz"
"577","教师教学_none_制定考试与测验","0","chatGPT","chn"," 我需要一些关于古文阅读理解的考题，可以帮我准备吗？",,"whm","20230321_rocdtkkoce"
"578","教师教学_none_制定考试与测验","0","chatGPT","chn"," 如何创建一个适用于五年级数学课程的期中考试试卷？",,"whm","20230321_tuvxjfwrsz"
"579","教师教学_none_制定考试与测验","0","chatGPT","chn"," 请提供几个针对高中物理实验的测验问题。",,"whm","20230321_rntseojjfs"
"580","教师教学_none_制定考试与测验","0","chatGPT","chn"," 我想要设计一份初中英语口语测评表，请给我一些建议。",,"whm","20230321_bmadvtrfgd"
